CPU	 1	 0.08335
CPU	 3	 0.06665
CPU	 5	 0.066675
CPU	 7	 0.05
CPU	 9	 0.08335
CPU	 11	 0.083325
CPU	 13	 0.1
CPU	 15	 0.05
CPU	 17	 0.08335
CPU	 19	 0.08335
CPU	 21	 0.08335
CPU	 23	 0.066675
CPU	 25	 0.08335
CPU	 27	 0.1
CPU	 29	 0.1
CPU	 31	 0.08335
CPU	 33	 0.083325
CPU	 35	 0.1
CPU	 37	 0.083325
CPU	 39	 0.083325
CPU	 41	 0.1
CPU	 43	 0.1
CPU	 45	 0.083325
CPU	 47	 0.08335
CPU	 49	 0.1
IO	 6	 8644.3
IO	 24	 8648.53
IO	 16	 8651.77
IO	 10	 8652.87
IO	 14	 8654.37
IO	 0	 8655.47
IO	 44	 8653.88
IO	 22	 8655.22
IO	 2	 8656.27
IO	 34	 8655.18
IO	 38	 8655.83
IO	 36	 8656
IO	 8	 8657.58
IO	 30	 8656.53
IO	 46	 8655.88
IO	 48	 8655.78
IO	 4	 8658.18
IO	 28	 8657.2
IO	 26	 8657.57
IO	 42	 8657.08
IO	 20	 8658.57
IO	 18	 8658.72
IO	 32	 8657.97
IO	 12	 8659.02
IO	 40	 8657.6
