IO	 6	 541.583
IO	 0	 932.383
IO	 8	 1308.55
IO	 34	 1683.53
IO	 10	 2066.9
IO	 4	 2446.58
IO	 44	 2824.23
IO	 50	 3202.18
IO	 52	 3581.75
IO	 40	 3971.63
IO	 2	 4361.83
IO	 42	 4746.1
IO	 76	 5125.75
IO	 66	 5509.93
IO	 84	 5890.32
IO	 20	 6282.05
IO	 14	 6694.97
IO	 82	 7075.15
IO	 30	 7461.18
IO	 54	 7837.32
IO	 48	 8217.93
IO	 12	 8610.85
IO	 36	 9025.65
IO	 46	 9410.48
IO	 98	 9790.72
IO	 96	 10171.2
IO	 88	 10554.1
IO	 56	 10936.9
IO	 90	 11315.7
IO	 78	 11699.5
IO	 62	 12082.5
IO	 32	 12464.8
IO	 74	 12847.9
IO	 18	 13232.8
IO	 60	 13613.4
IO	 94	 13992.3
IO	 86	 14374.6
IO	 22	 14762.3
IO	 28	 15145.5
IO	 58	 15527.6
IO	 64	 15943.1
IO	 26	 16338.6
IO	 16	 16721.5
IO	 80	 17104.4
IO	 92	 17488.9
IO	 70	 17871.7
IO	 24	 18256.1
IO	 68	 18634.8
IO	 38	 19019
IO	 72	 19404.8
CPU	 5	 19407.4
CPU	 9	 19407.4
CPU	 33	 19407.1
CPU	 53	 19406.6
CPU	 65	 19406.3
CPU	 67	 19406.2
CPU	 83	 19405.6
CPU	 85	 19405.5
CPU	 87	 19405.4
CPU	 89	 19405.3
CPU	 1	 19409
CPU	 3	 19409
CPU	 7	 19408.9
CPU	 11	 19407.4
CPU	 13	 19407.3
CPU	 17	 19408.7
CPU	 19	 19408.7
CPU	 23	 19408.5
CPU	 25	 19408.5
CPU	 29	 19408.4
CPU	 31	 19408.3
CPU	 35	 19407
CPU	 37	 19407
CPU	 39	 19407
CPU	 43	 19407.8
CPU	 47	 19407.7
CPU	 49	 19407.6
CPU	 51	 19406.7
CPU	 55	 19406.5
CPU	 57	 19406.5
CPU	 59	 19406.5
CPU	 61	 19407.1
CPU	 69	 19406.1
CPU	 71	 19406
CPU	 73	 19406
CPU	 75	 19405.9
CPU	 77	 19405.8
CPU	 79	 19405.8
CPU	 81	 19405.7
CPU	 91	 19405.2
CPU	 93	 19405.2
CPU	 95	 19405.3
CPU	 97	 19405.2
CPU	 15	 19408.8
CPU	 21	 19408.7
CPU	 27	 19408.5
CPU	 41	 19408
CPU	 45	 19407.8
CPU	 63	 19407.1
CPU	 99	 19405.1
