CPU	 1	 0.066675
CPU	 3	 0.05
CPU	 5	 0.05
CPU	 7	 0.05
CPU	 9	 0.06665
CPU	 11	 0.08335
CPU	 13	 0.066675
CPU	 15	 0.083325
CPU	 17	 0.083325
CPU	 19	 0.083325
CPU	 21	 0.08335
CPU	 23	 0.08335
CPU	 25	 0.08335
CPU	 27	 0.083325
CPU	 29	 0.1
CPU	 31	 0.1
CPU	 33	 0.1
CPU	 35	 0.08335
CPU	 37	 0.083325
CPU	 39	 0.083325
CPU	 41	 0.08335
CPU	 43	 0.083325
CPU	 45	 0.083325
CPU	 47	 0.1
CPU	 49	 0.1
CPU	 51	 0.1
CPU	 53	 0.1
CPU	 55	 0.083325
CPU	 57	 0.083325
CPU	 59	 0.083325
CPU	 61	 0.08335
CPU	 63	 0.1
CPU	 65	 0.1
CPU	 67	 0.083325
CPU	 69	 0.083325
CPU	 71	 0.1
CPU	 73	 0.1
CPU	 75	 0.083325
CPU	 77	 0.08335
CPU	 79	 0.08335
CPU	 81	 0.1
CPU	 83	 0.08335
CPU	 85	 0.083325
CPU	 87	 0.083325
CPU	 89	 0.1
CPU	 91	 0.083325
CPU	 93	 0.083325
CPU	 95	 0.083325
CPU	 97	 0.08335
CPU	 99	 0.083325
IO	 62	 18799.9
IO	 18	 18806.3
IO	 42	 18805.5
IO	 48	 18805.5
IO	 32	 18806.6
IO	 2	 18808.1
IO	 78	 18803.7
IO	 24	 18807.5
IO	 86	 18803.6
IO	 38	 18807.1
IO	 54	 18806.1
IO	 50	 18806.6
IO	 40	 18807.7
IO	 56	 18806.8
IO	 8	 18809.7
IO	 94	 18804.3
IO	 16	 18809.6
IO	 46	 18807.8
IO	 26	 18809.2
IO	 60	 18807
IO	 76	 18806.8
IO	 90	 18805.8
IO	 66	 18807.7
IO	 28	 18810.4
IO	 34	 18810.3
IO	 96	 18806
IO	 12	 18812.2
IO	 70	 18808.7
IO	 14	 18812.4
IO	 30	 18811.7
IO	 68	 18809.2
IO	 58	 18810
IO	 88	 18808
IO	 52	 18810.6
IO	 80	 18808.9
IO	 74	 18809.3
IO	 72	 18809.5
IO	 6	 18813.6
IO	 4	 18813.8
IO	 36	 18812.2
IO	 22	 18813
IO	 20	 18813.1
IO	 84	 18809
IO	 98	 18807.9
IO	 92	 18808.5
IO	 10	 18814
IO	 44	 18812
IO	 64	 18810.7
IO	 0	 18814.4
IO	 82	 18809.4
